V1,AO_Liking,AO_Behavior,AO_Open,C2_Liking,C2_Behavior,C2_Open,C3_Liking,C3_Behavior,C3_Open,C4_Liking,C4_Behavior,C4_Open,C5_Liking,C5_Behavior,C5_Open,C6_Liking,C6_Behvavior,C6_Open,C7_Liking,C7_Behavior,C7_Open,IH,Villain,MAC,Distinctiveness,Consistency,Consensus,DistinctR,ConsistR,ConsenR,PConsensus1,PDistinct1,PConsist1,PConsensus2,PConsensus3,PDistinct2,PDistinct3,PConsist2,PConsist3,AttSpectrum,AttClosed,IntAtt1,IntAtt2,IntAtt3,IntAtt4,StimAtt1,StimAtt2,StimAtt3,CircAtt1,CircAtt2,CircAtt3,CharLike1,CharLike2,CharLike3,CharLike4,StoryLike1,StoryLike2,StoryLike3,StoryLike4,MoralDis1,MoralDis2,MoralDis3,MoralDis4,MoralDis5,Age,Ethnicity,Q102,Q104,Q105,Q106,Condition,Order
R_ToyXfUsGlalEYX7,4.00,4.00,"From what I can tell, he's a comic book character. I don't know anything else about him. ",7.00,6.00,I know that Spider-Man is considered to be a hero. He saves people in need.,4.00,4.00,I don't know anything about Artemis. ,7.00,7.00,Batman is a superhero. He always tries to do what's best for the city.,3.00,2.00,"I don't know anything about Scarlet Witch, but she looks like kind of evil in the picture. ",7.00,6.00,He is also a super hero who tries to save people and do what's right. Not everyone is perfect so he slips sometimes. ,4.00,4.00,"I don't know Static at all, but he kind of looks evil in the photo. ",,1,,LD,HC,LS,0,1,0,1.00,7.00,7.00,1.00,5.00,7.00,4.00,7.00,6.00,1.00,3.00,3.00,5.00,4.00,2.00,6.00,7.00,5.00,2.00,1.00,5.00,5.00,1.00,2.00,5.00,4.00,5.00,4.00,4.00,3.00,2.00,3.00,2.00,6.00,21.00,1.00,2.00,3.00,2.00,,ClassicVillain,LD/HC/LS
R_1licd6zm7HdgqEE,4.00,4.00,I know nothing,6.00,6.00,he was bit by a spider and developed these super powers. Love interest in Mary Jane. can shoot webs,4.00,4.00,I know nothing,7.00,5.00,He is a rich guy trying to protect the world... my favorite super hero,4.00,4.00,I really dont know anythig,6.00,5.00,isnt he an x-man?,4.00,4.00,Don't know anything,,1,,HD,HC,LS,1,1,0,2.00,6.00,6.00,2.00,5.00,6.00,6.00,2.00,6.00,5.00,1.00,6.00,4.00,4.00,5.00,5.00,6.00,6.00,5.00,1.00,6.00,2.00,3.00,2.00,3.00,2.00,4.00,3.00,1.00,2.00,5.00,2.00,1.00,2.00,20.00,1.00,2.00,3.00,2.00,,ClassicVillain,HD/HC/LS
R_3PBU3ky2gFeYK9y,4.00,4.00,I have never heard of Agent Orange before ,5.00,6.00,Hes a superhero that fights evil ,4.00,4.00,Never heard of her before ,5.00,6.00,Fights off evil for the good of the community. Drives the batmobile,4.00,4.00,never heard of her,4.00,4.00,heard of him before but im not sure what he does,4.00,4.00,never heard of him before,,1,,LD,LC,HS,0,0,1,5.00,2.00,6.00,2.00,3.00,3.00,2.00,6.00,5.00,6.00,1.00,6.00,7.00,3.00,6.00,6.00,3.00,4.00,2.00,2.00,7.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,2.00,3.00,6.00,3.00,2.00,3.00,18.00,1.00,,1.00,2.00,,ClassicVillain,LD/LC/HS
R_3e5hqJu1LK772EK,4.00,4.00,I have never heard of Agent Orange before,7.00,7.00,Spider man has always been one of my favorite heros,4.00,4.00,I have never heard of Artmis before,6.00,6.00,I have always thought Batman was really cool,4.00,4.00,I have never heard of Scarlet Witch,5.00,5.00,I dont know too much about the Wolverine but I do know he has those long claws as a weapon,4.00,4.00,I have never heard of static,,1,,LD,LC,HS,0,0,1,2.00,6.00,6.00,3.00,3.00,6.00,6.00,4.00,4.00,5.00,1.00,5.00,5.00,6.00,6.00,6.00,5.00,3.00,3.00,3.00,4.00,5.00,4.00,4.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00,2.00,5.00,20.00,1.00,1.00,3.00,2.00,,ClassicVillain,LD/LC/HS
R_3GoAKvUd2KHRuGl,4.00,4.00,I don't know Agent Orange,7.00,7.00,He swings from webs and help save people,4.00,4.00,I don't know Artemis,6.00,6.00,He drives a car and fights villians,4.00,4.00,I don't know Scarlet Witch,6.00,6.00,He fights bad guys and has claws,4.00,4.00,I don't know Static,,1,,HD,HC,LS,1,1,0,2.00,6.00,4.00,4.00,4.00,6.00,6.00,2.00,2.00,1.00,2.00,4.00,5.00,7.00,7.00,7.00,7.00,7.00,5.00,6.00,6.00,4.00,4.00,4.00,4.00,5.00,4.00,5.00,5.00,4.00,4.00,4.00,1.00,4.00,21.00,2.00,2.00,3.00,2.00,,ClassicVillain,HD/HC/LS
R_XuDhDljmZduvTZD,4.00,4.00,Nothing ,7.00,6.00,Tries to help others ,4.00,4.00,Nothing ,7.00,6.00,"Wants to help people, mysterious ",4.00,4.00,"Only know the name, don't know anything about her",7.00,5.00,Don't really know anything about him ,6.00,4.00,"Only know the name, nothing about him other than his power ",,1,,HD,LC,LS,1,0,0,3.00,7.00,5.00,1.00,4.00,6.00,7.00,1.00,2.00,7.00,2.00,3.00,3.00,6.00,5.00,7.00,5.00,6.00,7.00,2.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,5.00,6.00,6.00,2.00,6.00,20.00,1.00,2.00,2.00,2.00,,ClassicVillain,HD/LC/LS
R_3ikI8McqhFHWphb,4.00,4.00,literally nothing at all,6.00,7.00,he's a super hero ,4.00,4.00,nothing at all ,6.00,7.00,he's a super hero ,4.00,4.00,I have no clue who she is,4.00,4.00,I never really watched anything with him in it,4.00,4.00,nothing really,,1,,LD,HC,HS,0,1,1,2.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,21.00,13.00,2.00,3.00,2.00,,ClassicVillain,LD/HC/HS
R_3jVzSr6zCgjVzlV,,,,7.00,6.00,He got bit by a spider and then turned into spider man. His uncle ben died. He is also peter parker,,,,6.00,5.00,"He is bruce wayne, a rich man who has a lot of gadgets that make him batman. ",,,,6.00,,He has claws and is part of the X men,,,,,1,,LD,LC,LS,0,0,0,2.00,5.00,5.00,3.00,5.00,5.00,5.00,3.00,3.00,7.00,2.00,7.00,5.00,6.00,6.00,5.00,5.00,6.00,6.00,5.00,7.00,5.00,2.00,4.00,4.00,5.00,5.00,5.00,5.00,3.00,6.00,6.00,2.00,5.00,18.00,1.00,2.00,1.00,2.00,,ClassicVillain,LD/LC/LS
R_3POcXWjX0N4hIv7,4.00,4.00,Not much,6.00,6.00,Spider Man is a main hero character known to the public,4.00,4.00,I don't know much about his character,6.00,6.00,He has a nice ride. ,4.00,4.00,I do not know much about her,5.00,6.00,He has cool claws,4.00,4.00,I do not know much about him,,1,,LD,LC,HS,0,0,1,2.00,4.00,6.00,4.00,2.00,4.00,5.00,4.00,4.00,4.00,3.00,6.00,6.00,4.00,7.00,7.00,7.00,3.00,5.00,4.00,6.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,2.00,2.00,6.00,2.00,2.00,26.00,11.00,2.00,4.00,2.00,,ClassicVillain,LD/LC/HS
R_1luhcpNO6HT65xI,4.00,3.00,He looks like a superhero or a villain. It is hard for me to tell.,6.00,6.00,He shoots webs from his fingers and climbs up buildings. He kisses the chick upside down and was bit by a spider or something to get his powers.,4.00,4.00,I don't know anything about her. She looks pissed in the photo but she doesn't seem evil or anything to me.,5.00,5.00,He's got a cool car and a bat cave.,6.00,3.00,I don't know anything about her but she looks awesome.,3.00,5.00,Nothing.,5.00,5.00,Nothing.,,1,,HD,HC,LS,1,1,0,1.00,5.00,6.00,2.00,4.00,6.00,5.00,3.00,2.00,5.00,2.00,4.00,3.00,7.00,5.00,3.00,5.00,1.00,2.00,1.00,6.00,4.00,1.00,3.00,3.00,4.00,5.00,3.00,3.00,4.00,6.00,5.00,1.00,3.00,20.00,1.00,2.00,2.00,2.00,,ClassicVillain,HD/HC/LS
R_2uvQvtMfCoPKrAt,4.00,5.00,nothing ,7.00,7.00,Super hero that saves people ,4.00,4.00,i dont know her ,6.00,7.00,superhero that saves people ,4.00,4.00,i do not know ,4.00,4.00,i do not know ,4.00,4.00,i do now know ,,1,,LD,HC,LS,0,1,0,1.00,6.00,6.00,2.00,5.00,6.00,6.00,2.00,6.00,5.00,1.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,4.00,2.00,4.00,4.00,2.00,2.00,2.00,2.00,5.00,4.00,4.00,2.00,5.00,19.00,1.00,2.00,2.00,2.00,,ClassicVillain,LD/HC/LS
R_3RmuUZFx7Tf7jpI,4.00,4.00,Absolutely nothing,7.00,6.00,He's a nerd with a big heart; loves helping people. HIs uncle was killed in cold blood and he works for a newspaper company.,5.00,3.00,"NO much, just that she's a villan.(?) (i think)",7.00,6.00,"Parents were killed at a young age and he was raised by his butler, Alfred. He took over his fathers billion dollar company and he works with lucious fox to make sick weaponry and gear to fight crime in Gotham (which is super corrupt). Gotham is like modern day New York if the governmental system completely derailed. Bruce Wayne attempts to save Gotham and fight villans that wish to bring havoc into the city. Batmn is my favorite. ",4.00,4.00,Nothing,5.00,5.00,Mutant who has razor blades for fingers and worked with the X-men to fight crime.,4.00,4.00,Nothing,,1,,HD,LC,HS,1,0,1,3.00,6.00,6.00,5.00,3.00,6.00,6.00,2.00,2.00,4.00,2.00,6.00,5.00,6.00,6.00,6.00,6.00,5.00,4.00,2.00,7.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,5.00,2.00,1.00,5.00,20.00,1.00,2.00,3.00,1.00,2.00,ClassicVillain,HD/LC/HS
R_28SNjupoOoLXgef,4.00,4.00,I know nothing.,5.00,6.00,He was bitten by a radioactive spider.,4.00,4.00,I know nothing.,5.00,6.00,I saw the Dark Knight once.,4.00,4.00,I know nothing.,4.00,4.00,He's a superhero?,4.00,4.00,I know nothing.,,1,,HD,LC,LS,1,0,0,2.00,5.00,6.00,2.00,2.00,4.00,4.00,4.00,4.00,6.00,1.00,6.00,5.00,5.00,7.00,5.00,5.00,5.00,5.00,3.00,4.00,4.00,2.00,3.00,3.00,1.00,4.00,4.00,1.00,1.00,2.00,5.00,1.00,1.00,20.00,1.00,2.00,3.00,2.00,,ClassicVillain,HD/LC/LS
R_1nVcHG8KkKQu1dC,4.00,3.00,nothing,6.00,6.00,He fights crime but a lot of citizens/police think he's in the wrong to.,4.00,2.00,nothing,6.00,6.00,He fights crime but some think he is in the wrong to.,4.00,5.00,I think she was in an Avengers movie but I'm not too sure.,6.00,5.00,He tries to help but hurts many in the process.,4.00,3.00,nothing,,1,,LD,HC,HS,0,1,1,1.00,6.00,6.00,1.00,1.00,6.00,5.00,2.00,6.00,6.00,2.00,6.00,6.00,5.00,5.00,5.00,6.00,5.00,5.00,5.00,6.00,1.00,1.00,1.00,1.00,2.00,5.00,5.00,3.00,2.00,3.00,5.00,2.00,5.00,20.00,1.00,2.00,3.00,2.00,,ClassicVillain,LD/HC/HS
R_UxXIWHy5kfuiBs5,4.00,4.00,nothing ,6.00,7.00,he is a super hero ,4.00,4.00,dont know her,6.00,7.00,super hero ,4.00,4.00,dont know her,3.00,3.00,dont like wolverines,4.00,4.00,dont know them ,,1,,LD,LC,HS,0,0,1,1.00,1.00,1.00,7.00,7.00,6.00,7.00,6.00,3.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,3.00,4.00,21.00,1.00,2.00,3.00,2.00,,ClassicVillain,LD/LC/HS
R_1oF3GbidT7Ye5iz,2.00,2.00,Literally nothing.,3.00,5.00,He shoots web and swings. from place to place. Has super strength. ,4.00,4.00,Literally nothing.,5.00,6.00,"He's more of a ""realistic"" superhero; that is, with no supernatural powers.",4.00,4.00,Literally nothing.,4.00,4.00,His bones are made of Adamantium and he is part of the X Men.,3.00,4.00,Literally nothing.,,1,,LD,LC,LS,0,0,0,2.00,6.00,2.00,4.00,4.00,6.00,6.00,3.00,2.00,5.00,2.00,6.00,2.00,6.00,6.00,5.00,4.00,7.00,4.00,4.00,4.00,2.00,1.00,2.00,5.00,4.00,4.00,4.00,1.00,4.00,4.00,5.00,1.00,4.00,21.00,1.00,1.00,3.00,1.00,2.00,ClassicVillain,LD/LC/LS
R_3NU6FU7rW0FBvwQ,4.00,4.00,Nothing.,6.00,6.00,"I know the general amount about Siperdan, including his backstory and his love interests.",4.00,4.00,Nothing.,5.00,4.00,I know his backstory and a few of his main villains.,5.00,5.00,She was in a recent Avengers movie.,7.00,6.00,I know his backstory and his character through Xmen movies.,4.00,4.00,Nothing.,,1,,HD,HC,LS,1,1,0,2.00,6.00,2.00,2.00,3.00,6.00,6.00,2.00,2.00,7.00,2.00,3.00,5.00,7.00,7.00,3.00,7.00,3.00,1.00,1.00,7.00,4.00,2.00,3.00,3.00,4.00,3.00,4.00,2.00,2.00,5.00,5.00,2.00,4.00,22.00,1.00,1.00,4.00,2.00,,ClassicVillain,HD/HC/LS
R_2CZXTPDv49XuThN,4.00,4.00,he's fearless,6.00,6.00,he is a super hero ,3.00,3.00,she is mad,5.00,6.00,he is strong ,4.00,2.00,she is evil ,3.00,3.00,he is strong and mean,4.00,4.00,he has static powers,,1,,LD,HC,HS,0,1,1,4.00,4.00,5.00,3.00,4.00,6.00,6.00,6.00,2.00,5.00,2.00,5.00,5.00,6.00,5.00,5.00,6.00,4.00,4.00,3.00,4.00,4.00,2.00,4.00,4.00,1.00,1.00,1.00,1.00,3.00,5.00,4.00,4.00,4.00,19.00,14.00,2.00,2.00,2.00,,ClassicVillain,LD/HC/HS
R_DHa8ecgpux2LmCZ,4.00,4.00,Nothing,6.00,6.00,"He lives a double life, sometimes he is a hero and other times he is an ordinary guy. He tries to help people.",4.00,4.00,Nothing.,6.00,6.00,I know he can fly and he tries to save people from danger.,4.00,4.00,Nothing.,5.00,5.00,I don't know much but I know he tries to save people from danger. ,5.00,5.00,He can freeze people. ,,1,,HD,HC,LS,1,1,0,2.00,2.00,7.00,3.00,5.00,6.00,4.00,4.00,4.00,5.00,1.00,6.00,7.00,6.00,7.00,5.00,6.00,5.00,2.00,2.00,6.00,5.00,5.00,4.00,5.00,6.00,6.00,6.00,6.00,5.00,5.00,5.00,1.00,5.00,19.00,1.00,2.00,1.00,2.00,,ClassicVillain,HD/HC/LS
R_3J3Cil3a4FaGDUg,5.00,5.00,"I don't know basically anything about him, other than the fact that his costume is orange. ",6.00,6.00,"Spiderman's real name is Peter Parker, and he's actually just a teenage boy who was bit by a radioactive spider and developed superpowers. ",5.00,2.00,I don't know anything about her.,7.00,3.00,"Batman is actually a millionaire named Bruce Banner whose parents died when he was a kid. He lives in Gotham City which is full of crime and villains, so he became a vigilante superhero in order to protect the city.",4.00,2.00,I don't know anything about her.,6.00,3.00,"Wolverine, whose real name is Logan, is a mutant from the X-Men series. He can make knives come out of his fists and he's super good at jumping or something ",5.00,6.00,I don't know anything about this character either.,,1,,LD,HC,LS,0,1,0,2.00,5.00,7.00,2.00,3.00,7.00,7.00,5.00,6.00,5.00,1.00,6.00,6.00,7.00,5.00,5.00,4.00,4.00,4.00,2.00,6.00,3.00,2.00,1.00,2.00,6.00,5.00,5.00,5.00,2.00,6.00,6.00,2.00,2.00,19.00,1.00,2.00,2.00,2.00,,ClassicVillain,LD/HC/LS
R_1IFwcKcRHzOfynB,4.00,4.00,Nothing ,7.00,7.00,He's a great super hero. ,4.00,4.00,Nothing,7.00,7.00,He's another great super hero. ,4.00,4.00,Nothing,5.00,5.00,Not much,4.00,4.00,Not much,,1,,LD,LC,HS,0,0,1,4.00,7.00,2.00,4.00,2.00,6.00,5.00,2.00,3.00,4.38,3.00,2.00,6.00,4.00,1.00,2.00,4.00,6.00,4.00,4.00,3.00,4.00,3.00,4.00,4.00,5.00,4.00,4.00,3.00,4.00,5.00,4.00,4.00,3.00,21.00,2.00,2.00,4.00,2.00,,ClassicVillain,LD/LC/HS
R_ZCvQAdehi9AYJ1v,4.00,4.00,"I know nothing about agent orange, I have never heard of him.",7.00,7.00,Spider-Man always helps people in any way he can.,4.00,4.00,I have never heard of her.,7.00,7.00,"In all of the movies I see, Batman always helps.",4.00,4.00,Never heard of her.,6.00,6.00,"I have only watched X-Men, but like him in those movies.",4.00,4.00,Never heard of him.,,1,,HD,LC,LS,1,0,0,1.00,7.00,3.00,1.00,2.00,7.00,5.00,1.00,1.00,4.00,2.00,5.00,7.00,7.00,6.00,6.00,7.00,7.00,5.00,2.00,7.00,5.00,3.00,3.00,5.00,2.00,5.00,4.00,2.00,1.00,3.00,5.00,2.00,3.00,21.00,1.00,2.00,3.00,2.00,,ClassicVillain,HD/LC/LS
R_3MQzNVjCj9gQIGN,4.00,4.00,Nothing,4.00,4.00,He's a teenage boy named Peter Parker who was bitten by a spider and developed spider like powers that he used to fight crime.,4.00,4.00,Nothing.,4.00,4.00,He is a man named Bruce Wayne who inherited a large fortune from his parents that he has used to build suits and equipment that he uses to fight crime.,4.00,4.00,Nothing.,4.00,4.00,Nothing.,4.00,4.00,Nothing.,,1,,LD,HC,HS,0,1,1,3.00,3.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,21.00,1.00,1.00,3.00,1.00,2.00,ClassicVillain,LD/HC/HS
R_3lGmY4kmdMvlvn4,4.00,4.00,Absolutely nothing.,6.00,5.00,He was a teenager who was bitten by a spider and now has powers.,4.00,4.00,Absolutely nothing.,5.00,6.00,He speaks in a low voice.,4.00,4.00,Nothing.,3.00,4.00,Very little.,4.00,4.00,Nothing.,,1,,LD,LC,LS,0,0,0,2.00,6.00,5.00,2.00,1.00,6.00,6.00,6.00,6.00,5.00,3.00,5.00,7.00,5.00,6.00,4.00,2.00,5.00,6.00,2.00,5.00,1.00,1.00,1.00,1.00,4.00,5.00,4.00,4.00,1.00,1.00,1.00,1.00,1.00,19.00,1.00,2.00,2.00,2.00,,ClassicVillain,LD/LC/LS
R_2QRqJdqAdCAcKYa,4.00,3.00,Nothing,6.00,6.00,I know that he was bitten by a radioactive spider and that is how he got his powers. His real name is Peter Parker.,3.00,2.00,Nothing,6.00,6.00,"I know that he is a millionaire named Bruce Wayne and that Batman has a sidekick Robin, whose real name is Dick Warren.",3.00,2.00,Nothing,4.00,4.00,Not a whole lot ,4.00,4.00,Nothing,,1,,HD,LC,LS,1,0,0,2.00,6.00,6.00,2.00,2.00,5.00,3.00,3.00,6.00,6.00,1.00,6.00,4.00,5.00,6.00,3.00,3.00,4.00,1.00,1.00,5.00,2.00,2.00,2.00,3.00,4.00,4.00,3.00,4.00,2.00,4.00,2.00,1.00,3.00,19.00,1.00,2.00,2.00,2.00,,ClassicVillain,HD/LC/LS
R_ZDKwRsR9kLckdi1,5.00,5.00,Nothing unfortunately because I should have watched more cartoons,7.00,5.00,I love how he is the most known supehero,,4.00,Nothing ,5.00,5.00,I loved the movie about Batman,4.00,4.00,Nothing,4.00,4.00,nothing ,4.00,4.00,nothing,,1,,LD,LC,LS,0,0,0,2.00,4.00,6.00,2.00,2.00,7.00,7.00,2.00,5.00,1.00,2.00,7.00,7.00,7.00,7.00,7.00,7.00,5.00,5.00,3.00,6.00,2.00,2.00,4.00,4.00,7.00,7.00,7.00,7.00,2.00,2.00,6.00,2.00,2.00,20.00,1.00,2.00,2.00,2.00,,ClassicVillain,LD/LC/LS
R_2YQCGGezQVarh0l,4.00,4.00,I am not very familiar with agent orange,7.00,7.00,I love spiderman and watched him all the time when I was little. He is a superhero who has spider powers,4.00,4.00,I don't know whp Artemis is,7.00,7.00,One of my favorite super heroes. His name is Bruce Wayne and he does not have any actual powers ,4.00,4.00,I do not know who she is,7.00,7.00,Marvel character. has blades in his hands that cut anything. heals quickly,4.00,4.00,I do not know who he is,,1,,HD,LC,HS,1,0,1,5.00,6.00,6.00,6.00,5.00,5.00,6.00,5.00,6.00,3.00,2.00,4.00,6.00,6.00,6.00,6.00,6.00,5.00,5.00,5.00,4.00,5.00,4.00,5.00,4.00,6.00,6.00,6.00,6.00,5.00,6.00,5.00,2.00,5.00,19.00,1.00,1.00,1.00,2.00,,ClassicVillain,HD/LC/HS
R_2wNX7fYtt1lbdDq,4.00,4.00,I dont know anything about agent orange,4.00,7.00,I know that his real name is Kent Clark and he was bit by a radioactive spider which turned him into spiderman.,4.00,4.00,i dont know anything ,4.00,6.00,He has a sidekick named robin ,4.00,4.00,i dont know anything ,4.00,4.00,He is part of the X-Men ,4.00,4.00,I dont know anything ,,1,,HD,LC,HS,1,0,1,2.00,6.00,6.00,4.00,4.00,6.00,6.00,2.00,4.00,1.00,2.00,4.00,6.00,6.00,4.00,7.00,6.00,4.00,5.00,4.00,6.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,3.00,4.00,5.00,5.00,4.00,4.00,19.00,1.00,2.00,2.00,2.00,,ClassicVillain,HD/LC/HS
R_22qNKCSrRn89TcF,5.00,5.00,He wears an orange suit and looks tense in this picture. ,5.00,6.00,He was bitten by a radioactive spider and swings from webs fighting crime. ,6.00,6.00,Nothing really.,5.00,6.00,He fights crime nocturnally dressed as a bat and has a sweet car.,7.00,2.00,"She looks evil, wears a red suit.",5.00,3.00,"He was a weapons experiment, played by Hugh Jackman in movies.",4.00,2.00,"Wears a blue and gold suit, looks a little bad.",,1,,HD,HC,LS,1,1,0,3.00,6.00,3.00,3.00,5.00,6.00,3.00,2.00,2.00,3.00,2.00,4.00,4.00,6.00,5.00,4.00,6.00,3.00,3.00,6.00,6.00,5.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,3.00,2.00,4.00,21.00,1.00,2.00,4.00,2.00,,ClassicVillain,HD/HC/LS
R_1mxt4Ff2KQwguuj,5.00,5.00,nothing,6.00,6.00,I've seen all of the films but never read the comics,4.00,4.00,nothing,6.00,6.00,seen all the films never read the comics,5.00,3.00,nothing,6.00,6.00,seen the films never read about him,5.00,4.00,nothing,,1,,HD,HC,LS,1,1,0,1.00,7.00,7.00,2.00,2.00,7.00,7.00,1.00,3.00,7.00,2.00,5.00,7.00,7.00,7.00,7.00,7.00,3.00,5.00,4.00,6.00,4.00,2.00,2.00,3.00,4.00,5.00,5.00,4.00,2.00,2.00,5.00,2.00,2.00,21.00,1.00,2.00,3.00,2.00,,ClassicVillain,HD/HC/LS
R_1l6Nkp5rNXoJ2Dz,5.00,5.00,I don't know much about agent orange,6.00,6.00,Although he is secretive with his friends and family he is always trying to help the citizens.,3.00,3.00,Dont know anything about her,7.00,6.00,his parents died when he was young and he fell into a well full of bats. these two incidents shaped him into the batman. he uses his money and resources to help the people,3.00,3.00,Dont know anything about her but she seems evil ,6.00,6.00,He has metal claws that he uses against people who are trying to harm him or others,4.00,4.00,Don't know anything about him,,1,,LD,HC,HS,0,1,1,3.00,5.00,5.00,6.00,6.00,5.00,5.00,2.00,2.00,5.00,2.00,5.00,4.00,6.00,5.00,6.00,6.00,5.00,6.00,4.00,7.00,4.00,3.00,3.00,5.00,4.00,5.00,5.00,3.00,2.00,2.00,6.00,2.00,5.00,19.00,1.00,2.00,2.00,2.00,,ClassicVillain,LD/HC/HS
R_2R9XfMLY0OxpGZY,4.00,4.00,nothing,6.00,6.00,peter parker,4.00,4.00,nothing,6.00,6.00,superhero ,4.00,4.00,nothing,4.00,4.00,nothing,4.00,4.00,,,1,,LD,LC,HS,0,0,1,3.00,3.00,3.00,6.00,6.00,6.00,6.00,6.00,3.00,4.00,2.00,4.00,4.00,4.00,5.00,4.00,4.00,4.00,5.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,4.00,5.00,5.00,19.00,1.00,2.00,2.00,2.00,,ClassicVillain,LD/LC/HS
R_WiXo0srCzzkP6xP,4.00,4.00,I don't know anything about this character. I've never seen or heard of Agent Zero in my life. ,7.00,7.00,I know that Spider man is a great guy. Who lives with his grandparents. I also know that he's in love with a girl name Mary Jane. Spider man saves the people in his community and he is always on attack for the bad guys. ,4.00,4.00,I don't know anything about Artemis. Not even the show/movie she is from. ,7.00,7.00,I know that Batman is a great guy. He saves his community too. What I like most about Batman is that he does not have any super powers. He uses his natural strength and ability to defeat people. I always know that he is Bruce Wayne and he is really rich. ,4.00,4.00,I do not know anything about Scarlet Witch. ,5.00,6.00,"I know that Wolverine is very strong and that he is a mostly good character. I also know that he has a team, he doesn't work by himself. ",5.00,4.00,I don't know much about Static. The only thing I know really is that he shocks people and he is really fast. ,,1,,LD,LC,LS,0,0,0,4.00,5.00,6.00,2.00,6.00,7.00,6.00,4.00,2.00,4.00,2.00,1.00,4.00,7.00,1.00,7.00,7.00,7.00,3.00,1.00,5.00,6.00,7.00,4.00,7.00,7.00,7.00,6.00,6.00,7.00,6.00,7.00,1.00,7.00,22.00,2.00,1.00,3.00,2.00,,ClassicVillain,LD/LC/LS
R_1Fh17UtCaPXUxed,4.00,4.00,I know nothing about Agent Orange.,6.00,6.00,I know that he is a friendly neighborhood hero. He saves people from criminals. At his day job as Peter Parker he is a journalist. I believe he is together with a woman named Mary Jane.,4.00,4.00,I know nothing about Artemis.,5.00,6.00,"I know that he helps protect the city of Gotham. Batman has a batmobile, a bat cave, he does not have super powers but his suit helps him fly. His enemy is the Joker. When he was young both his parents were killed outside a theater and that made him want to avenge bad criminals.",4.00,4.00,I know nothing about Scarlet Witch.,5.00,6.00,"I know that he is a member of the X-men crew, they are known for being the ""good guys"". He is played by Hugh Jackman in the movies. And I believe his only super power is that claws come out of his knuckles.",4.00,4.00,I know nothing about Static.,,1,,LD,LC,HS,0,0,1,2.00,4.00,4.00,4.00,4.00,6.00,4.00,4.00,4.00,4.00,2.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,1.00,4.00,4.00,1.00,1.00,1.00,1.00,2.00,2.00,7.00,1.00,1.00,22.00,1.00,2.00,3.00,2.00,,ClassicVillain,LD/LC/HS
R_3G3z6Gg64mm7674,5.00,5.00,I know basically nothing about Agent Orange.,2.00,3.00,I know that Spiderman is a Marvel superhero who is often potrayed in mediocre movies and cartoon shows.,4.00,4.00,I do not know anything about Artemis.,7.00,7.00,"Batman is an excellent anti-hero who is potrayed beautifully by Keaton and Bale, and who is the most realistic superhero.",4.00,4.00,I do not know much about the scarlet witch.,6.00,3.00,"I know that Wolverine is a mutant and an X-men, and he is an anti-hero, but does not always do good.  For example, he fought for the Confederacy during the Civil War.",7.00,7.00,"Static Shock is a superhero whom I admired since I was a child watching his cartoon.  His mother died when he was young and he put up with lots of adversity, while being different from all the other superheroes.",,1,,LD,HC,LS,0,1,0,1.00,2.00,6.00,2.00,3.00,7.00,6.00,6.00,6.00,3.00,2.00,4.00,4.00,6.00,6.00,6.00,5.00,5.00,6.00,2.00,5.00,4.00,2.00,3.00,3.00,4.00,4.00,5.00,5.00,4.00,2.00,3.00,2.00,4.00,19.00,1.00,1.00,2.00,2.00,,ClassicVillain,LD/HC/LS
